product,category,electricity,water,gas,component_1,manu_year_1,mass_kg_1,no_uses_1,biogenic_1,manu_loc_1,debark_port_1,depart_loc_uk_1,reprocessing_1,recycle_1,incinerate_1,landfill_1,component_2,manu_year_2,mass_kg_2,no_uses_2,biogenic_2,manu_loc_2,debark_port_2,depart_loc_uk_2,reprocessing_2,recycle_2,incinerate_2,landfill_2,component_3,manu_year_3,mass_kg_3,no_uses_3,biogenic_3,manu_loc_3,debark_port_3,depart_loc_uk_3,reprocessing_3,recycle_3,incinerate_3,landfill_3,component_4,manu_year_4,mass_kg_4,no_uses_4,biogenic_4,manu_loc_4,debark_port_4,depart_loc_uk_4,reprocessing_4,recycle_4,incinerate_4,landfill_4,component_5,manu_year_5,mass_kg_5,no_uses_5,biogenic_5,manu_loc_5,debark_port_5,depart_loc_uk_5,reprocessing_5,recycle_5,incinerate_5,landfill_5,component_6,manu_year_6,mass_kg_6,no_uses_6,biogenic_6,manu_loc_6,debark_port_6,depart_loc_uk_6,reprocessing_6,recycle_6,incinerate_6,landfill_6
oxycodone syringe,anaesthesia drugs,0,0,0,polypropylene,2022,0.0063,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0063,1,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.00044,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00038,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.00044,1,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.002136,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0
"metaraminol bolus (10mg/ml, 1ml) vial",anaesthesia drugs,0,0,0,metaraminol highint,2022,1e-05,6,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,glass,2022,0.0019,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,cardboard,2022,0.002,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.001,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.001,6,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
saline for metaraminol (20ml),anaesthesia drugs,0,0,0,ldpe,2022,0.006,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,saline,2022,0.0002,6,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,injection moulding,2022,0.006,6,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.0018599999999999,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
20ml syringe for metaraminol,anaesthesia drugs,0,0,0,polypropylene,2022,0.0122,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0122,6,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.00077,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00052,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.00077,6,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.004047,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0
metaraminol bolus label,anaesthesia drugs,0,0,0,paper,2022,0.0001,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,acrylic adhesive,2022,0.0005,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
"ephedrine (30mg/ml, 1ml)",anaesthesia drugs,0,0,0,ephedrine,2022,3e-05,6,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,glass,2022,0.0019,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,cardboard,2022,0.002,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.001,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.001,6,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
10ml ephedrine syringe,anaesthesia drugs,0,0,0,polypropylene,2022,0.0063,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0063,6,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.00044,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00038,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.00044,6,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.002136,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0
drawing up filter needle (ephedrine),anaesthesia drugs,0,0,0,ldpe,2022,0.0016,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.0006,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.00023,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00011,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.00183,6,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.0006,6,0,shanghai (china),0,0,0,0,0,0
saline for ephedrine (10ml),anaesthesia drugs,0,0,0,ldpe,2022,0.0036,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,saline,2022,0.0001,6,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,injection moulding,2022,0.0036,6,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.0011099999999999,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
ephedrine label,anaesthesia drugs,0,0,0,paper,2022,0.001,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,acrylic adhesive,2022,0.0005,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
"suxamethonium (50mg/ml, 2ml)",anaesthesia drugs,0,0,0,suxamethonium,2022,0.0001,6,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,glass,2022,0.0019,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,cardboard,2022,0.002,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.001,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.001,6,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2ml sux syringe,anaesthesia drugs,0,0,0,polypropylene,2022,0.0021,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0021,6,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.0008,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.0003,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.0008,6,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.0009599999999999,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0
drawing up filter needle (sux),anaesthesia drugs,0,0,0,ldpe,2022,0.0016,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.0006,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.00023,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00011,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.00183,6,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.0006,6,0,shanghai (china),0,0,0,0,0,0
sux label,anaesthesia drugs,0,0,0,paper,2022,0.001,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,acrylic adhesive,2022,0.0005,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
"atracurium (10mg/ml, 5ml)",anaesthesia drugs,0,0,0,atracurium highint,2022,1e-05,6,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,glass,2022,0.0038,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,cardboard,2022,0.002,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.001,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.001,6,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
5ml atracurium syringe,anaesthesia drugs,0,0,0,polypropylene,2022,0.0042,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0042,6,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.0003,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00033,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.0003,6,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.0014489999999999,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0
drawing up filter needle (atracurium),anaesthesia drugs,0,0,0,ldpe,2022,0.0016,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.0006,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.00023,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00011,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.00183,6,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.0006,6,0,shanghai (china),0,0,0,0,0,0
atracurium label,anaesthesia drugs,0,0,0,paper,2022,0.001,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,acrylic adhesive,2022,0.0005,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
"atropine (1mg/5ml, 5ml) prefilled",anaesthesia drugs,0,0,0,polypropylene,2022,0.01,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.015,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,atropine highint,2022,1e-06,6,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,injection moulding,2022,0.01,6,0,shanghai (china),0,0,0,0,0,0,blow moulding,2022,0.015,6,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
10ml propofol syringe,anaesthesia drugs,0,0,0,polypropylene,2022,0.0063,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0063,6,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.00044,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00038,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.00044,6,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.002136,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0
drawing up filter needle (propofol),anaesthesia drugs,0,0,0,ldpe,2022,0.0016,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.0006,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.00023,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00011,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.00183,6,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.0006,6,0,shanghai (china),0,0,0,0,0,0
propofol label,anaesthesia drugs,0,0,0,paper,2022,0.001,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,acrylic adhesive,2022,0.0005,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
"glycopyrrolate and neostigmine (0.5mg/2.5mg/ml, 1ml)",anaesthesia drugs,0,0,0,glycopyrrolate,2022,5e-07,6,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,glass,2022,0.0019,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,cardboard,2022,0.002,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.001,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.001,6,0,shanghai (china),0,0,0,0,0,0,neostigmine,2022,2.5e-06,6,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0
2ml glycopyrrolate syringe,anaesthesia drugs,0,0,0,polypropylene,2022,0.0021,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0021,6,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.0008,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.0003,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.0008,6,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.0009599999999999,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0
sevoflurane,anaesthesia drugs,0,0,0,sevoflurane,2022,0.0050666666666667,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
propofol 1% (100ml),anaesthesia drugs,0,0,0,propofol,2022,0.001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,glass,2022,0.1,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,cardboard,2022,0.01,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
"alfentanil (1mg/2ml, 2ml)",anaesthesia drugs,0,0,0,alfentanil highint,2022,1e-06,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,glass,2022,0.0019,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,cardboard,2022,0.002,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.001,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
y connector for cannula prop + saline,anaesthesia drugs,0,0,0,polypropylene,2022,0.01,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.002,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.01,1,0,shanghai (china),0,0,0,0,0,0,blow moulding,2022,0.002,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
pressure extension line (for prop),anaesthesia drugs,0,0,0,pvc,2022,0.04,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.0015,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.04,1,0,shanghai (china),0,0,0,0,0,0,blow moulding,2022,0.002,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
red filter needle,anaesthesia drugs,0,0,0,ldpe,2022,0.0016,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.0006,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.00023,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00011,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.00183,1,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.0006,1,0,shanghai (china),0,0,0,0,0,0
50ml syringe,anaesthesia drugs,0,0,0,polypropylene,2022,0.0318,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0318,1,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.0024,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00099,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.0024,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
red syringe cap,anaesthesia drugs,0,0,0,polypropylene,2022,0.0004,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.00023,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,7e-05,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0004,1,0,shanghai (china),0,0,0,0,0,0,blow moulding,2022,0.00023,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
dual lumen pressure extension tiva line,anaesthesia drugs,0,0,0,pvc,2022,0.049,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.0015,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.049,1,0,shanghai (china),0,0,0,0,0,0,blow moulding,2022,0.002,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
infusion pump,anaesthesia drugs,0,0,0,hdpe,2022,1.0,1000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,1.2,1000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,0.4,1000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,1.0,1000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,1.2,1000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
"rocuronium (50mg/5ml, 5ml)",anaesthesia drugs,0,0,0,rocuronium,2022,5e-05,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,glass,2022,0.0038,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,cardboard,2022,0.002,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.001,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.001,6,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
2ml fentanyl syringe,anaesthesia drugs,0,0,0,polypropylene,2022,0.0021,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0021,6,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.0008,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.0003,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.0008,6,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.0009599999999999,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0
spinal pack packaging,anaesthesia drugs,0,0,0,ldpe film,2022,0.008,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.005,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.008,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
adhesive drape with hole,anaesthesia drugs,0,0,0,polyester,2022,0.045,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,acrylic adhesive,2022,0.0005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.002,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,weaving polyester,2022,0.045,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
non-adhesive drape,anaesthesia drugs,0,0,0,polyester,2022,0.045,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,weaving polyester,2022,0.045,1,0,shanghai (china),0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
cardboard tray,anaesthesia drugs,0,0,0,cardboard,2022,0.025,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
tissue paper,anaesthesia drugs,0,0,0,paper,2022,0.01,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
3ml syringe,anaesthesia drugs,0,0,0,polypropylene,2022,0.0042,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0042,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
5ml syringe,anaesthesia drugs,0,0,0,polypropylene,2022,0.0042,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0042,1,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.0003,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00033,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.0003,1,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.0014489999999999,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0
blue needle,anaesthesia drugs,0,0,0,ldpe,2022,0.0025,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.0002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.0027,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00029,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0052,1,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.0002,1,0,shanghai (china),0,0,0,0,0,0
gauze,anaesthesia drugs,0,0,0,cotton,2022,0.006,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
cotton balls,anaesthesia drugs,0,0,0,cotton,2022,0.006,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
spinal introducer needle,anaesthesia drugs,0,0,0,ldpe,2022,0.0032,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.0012,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0032,1,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.0012,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
spinal needle,anaesthesia drugs,0,0,0,ldpe,2022,0.0024,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0024,1,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.001,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
spinal needle (individually packed),anaesthesia drugs,0,0,0,ldpe,2022,0.0024,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.001,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0034,1,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.001,1,0,shanghai (china),0,0,0,0,0,0
blue drape clip,anaesthesia drugs,0,0,0,ldpe,2022,0.006,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.006,1,0,shanghai (china),0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
small gallipot,anaesthesia drugs,0,0,0,ldpe,2022,0.003,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.003,1,0,shanghai (china),0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
red needle,anaesthesia drugs,0,0,0,ldpe,2022,0.0016,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.0006,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.00023,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00011,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.00183,1,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.0006,1,0,shanghai (china),0,0,0,0,0,0
gloves (surgical),anaesthesia drugs,0,0,0,nitrile butadiene,2022,0.021,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.005,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.026,1,0,shanghai (china),0,0,0,0,0,0,paper,2022,0.0057,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,cardboard,2022,0.00951,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
