product,category,electricity,water,gas,component_1,manu_year_1,mass_kg_1,no_uses_1,biogenic_1,manu_loc_1,debark_port_1,depart_loc_uk_1,reprocessing_1,recycle_1,incinerate_1,landfill_1,component_2,manu_year_2,mass_kg_2,no_uses_2,biogenic_2,manu_loc_2,debark_port_2,depart_loc_uk_2,reprocessing_2,recycle_2,incinerate_2,landfill_2,component_3,manu_year_3,mass_kg_3,no_uses_3,biogenic_3,manu_loc_3,debark_port_3,depart_loc_uk_3,reprocessing_3,recycle_3,incinerate_3,landfill_3,component_4,manu_year_4,mass_kg_4,no_uses_4,biogenic_4,manu_loc_4,debark_port_4,depart_loc_uk_4,reprocessing_4,recycle_4,incinerate_4,landfill_4,component_5,manu_year_5,mass_kg_5,no_uses_5,biogenic_5,manu_loc_5,debark_port_5,depart_loc_uk_5,reprocessing_5,recycle_5,incinerate_5,landfill_5,component_6,manu_year_6,mass_kg_6,no_uses_6,biogenic_6,manu_loc_6,debark_port_6,depart_loc_uk_6,reprocessing_6,recycle_6,incinerate_6,landfill_6,manufacture_emissions,transport_emissions,use_emissions,reprocessing_emissions,disposal_emissions,total_emissions
10ml saline for ondansetron,anaesthesia drugs,0,0,0,ldpe,2022,0.0036,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,saline,2022,0.0001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,injection moulding,2022,0.0036,1,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.0011099999999999,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.019684943999999805,0.0018532785703703313,0.0,0.0,0.011384004589508744,0.03292222715987888
"cyclizine (50mg/ml,1ml)",anaesthesia drugs,0,0,0,cyclizine highint,2022,5e-05,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,glass,2022,0.0019,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,cardboard,2022,0.002,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.001,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.377175690884891,0.00190722015038115,0.0,0.0,0.0,0.37908291103527214
2ml syringe for drawing up cyclizine,anaesthesia drugs,0,0,0,polypropylene,2022,0.0021,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0021,1,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.0008,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.0003,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.0008,1,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.0009599999999999,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0.017331913999999806,0.0016028355203202816,0.0,0.0,0.006640669343880099,0.025575418864200186
100ml saline for cyclizine,anaesthesia drugs,0,0,0,ldpe,2022,0.0036,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,saline,2022,0.0001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,injection moulding,2022,0.0036,1,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.0011099999999999,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.019684943999999805,0.0018532785703703313,0.0,0.0,0.011384004589508744,0.03292222715987888
"hyoscine butylbromide (20mg/ml, 1ml)",anaesthesia drugs,0,0,0,hyoscine highint,2022,2e-05,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,glass,2022,0.0019,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,cardboard,2022,0.002,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.001,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.15741801035395642,0.0018956612403788402,0.0,0.0,0.0,0.15931367159433527
10ml saline for buscopan,anaesthesia drugs,0,0,0,ldpe,2022,0.0036,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,saline,2022,0.0001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,injection moulding,2022,0.0036,1,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.0011099999999999,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.019684943999999805,0.0018532785703703313,0.0,0.0,0.011384004589508744,0.03292222715987888
buscopan 20mg tablets,anaesthesia drugs,0,0,0,buscopan highint,2022,2e-05,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,cardboard,2022,0.002,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,aluminium,2022,0.0001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.002,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.1622148203539564,0.0015874236403172403,0.0,0.0,0.0,0.16380224399427365
oramorph (10mg/5ml) po,anaesthesia drugs,0,0,0,oramorph,2022,1e-05,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,glass,2022,0.01,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,cardboard,2022,0.002,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.002,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0347406,0.005398010971078771,0.0,0.0,0.0,0.04013861097107878
oxycodone (5mg/5ml) po,anaesthesia drugs,0,0,0,oramorph,2022,5e-06,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,glass,2022,0.01,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,cardboard,2022,0.002,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.002,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.029690599999999998,0.005396084486078386,0.0,0.0,0.0,0.035086684486078386
oxycodone syringe,anaesthesia drugs,0,0,0,polypropylene,2022,0.0063,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0063,1,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.00044,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00038,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.00044,1,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.002136,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0.0398167324,0.0035663090327127116,0.0,0.0,0.0199220080316403,0.063305049464353
"metaraminol bolus (10mg/ml, 1ml) vial",anaesthesia drugs,0,0,0,metaraminol highint,2022,1e-05,6,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,glass,2022,0.0019,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,cardboard,2022,0.002,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.001,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.001,6,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.01402757502949637,0.000315301378396345,0.0,0.0,0.0,0.014342876407892714
saline for metaraminol (20ml),anaesthesia drugs,0,0,0,ldpe,2022,0.006,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,saline,2022,0.0002,6,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,injection moulding,2022,0.006,6,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.0018599999999999,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.005472573999999967,0.0005175823034367636,0.0,0.0,0.0031622234970857615,0.009152379800522492
20ml syringe for metaraminol,anaesthesia drugs,0,0,0,polypropylene,2022,0.0122,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0122,6,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.00077,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00052,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.00077,6,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.004047,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0.012682022883333333,0.0011261589150583914,0.0,0.0,0.006429854444074383,0.020238036242466107
metaraminol bolus label,anaesthesia drugs,0,0,0,paper,2022,0.0001,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,acrylic adhesive,2022,0.0005,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.00015749666666666667,3.85297000077e-05,0.0,0.0,0.00012427620982514572,0.00032030257649951236
"ephedrine (30mg/ml, 1ml)",anaesthesia drugs,0,0,0,ephedrine,2022,3e-05,6,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,glass,2022,0.0019,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,cardboard,2022,0.002,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.001,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.001,6,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.002218815,0.000316585701729935,0.0,0.0,0.0,0.0025354007017299347
10ml ephedrine syringe,anaesthesia drugs,0,0,0,polypropylene,2022,0.0063,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0063,6,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.00044,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00038,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.00044,6,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.002136,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0.0066361220666666665,0.0005943848387854519,0.0,0.0,0.0033203346719400495,0.010550841577392167
drawing up filter needle (ephedrine),anaesthesia drugs,0,0,0,ldpe,2022,0.0016,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.0006,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.00023,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00011,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.00183,6,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.0006,6,0,shanghai (china),0,0,0,0,0,0,0.002357855833333333,0.00016310906336593,0.0,0.0,0.0009669962999444907,0.0034879611966437537
saline for ephedrine (10ml),anaesthesia drugs,0,0,0,ldpe,2022,0.0036,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,saline,2022,0.0001,6,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,injection moulding,2022,0.0036,6,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.0011099999999999,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0032808239999999674,0.00030887976172838856,0.0,0.0,0.0018973340982514568,0.005487037859979812
ephedrine label,anaesthesia drugs,0,0,0,paper,2022,0.001,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,acrylic adhesive,2022,0.0005,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0004594166666666666,9.632425001925001e-05,0.0,0.0,0.00012746820982514575,0.0006832091265110624
"suxamethonium (50mg/ml, 2ml)",anaesthesia drugs,0,0,0,suxamethonium,2022,0.0001,6,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,glass,2022,0.0019,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,cardboard,2022,0.002,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.001,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.001,6,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0020354816666666668,0.00032108083339750005,0.0,0.0,0.0,0.0023565625000641667
2ml sux syringe,anaesthesia drugs,0,0,0,polypropylene,2022,0.0021,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0021,6,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.0008,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.0003,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.0008,6,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.0009599999999999,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0.0028886523333333013,0.0002671392533867136,0.0,0.0,0.0011067782239800167,0.004262569810700031
drawing up filter needle (sux),anaesthesia drugs,0,0,0,ldpe,2022,0.0016,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.0006,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.00023,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00011,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.00183,6,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.0006,6,0,shanghai (china),0,0,0,0,0,0,0.002357855833333333,0.00016310906336593,0.0,0.0,0.0009669962999444907,0.0034879611966437537
sux label,anaesthesia drugs,0,0,0,paper,2022,0.001,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,acrylic adhesive,2022,0.0005,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0004594166666666666,9.632425001925001e-05,0.0,0.0,0.00012746820982514575,0.0006832091265110624
"atracurium (10mg/ml, 5ml)",anaesthesia drugs,0,0,0,atracurium highint,2022,1e-05,6,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,glass,2022,0.0038,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,cardboard,2022,0.002,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.001,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.001,6,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.014377206696163037,0.000437312095087395,0.0,0.0,0.0,0.014814518791250432
5ml atracurium syringe,anaesthesia drugs,0,0,0,polypropylene,2022,0.0042,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0042,6,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.0003,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00033,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.0003,6,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.0014489999999999,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0.004463357349999968,0.0004032133105805741,0.0,0.0,0.0022135564479600334,0.007080127108540574
drawing up filter needle (atracurium),anaesthesia drugs,0,0,0,ldpe,2022,0.0016,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.0006,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.00023,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00011,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.00183,6,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.0006,6,0,shanghai (china),0,0,0,0,0,0,0.002357855833333333,0.00016310906336593,0.0,0.0,0.0009669962999444907,0.0034879611966437537
atracurium label,anaesthesia drugs,0,0,0,paper,2022,0.001,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,acrylic adhesive,2022,0.0005,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0004594166666666666,9.632425001925001e-05,0.0,0.0,0.00012746820982514575,0.0006832091265110624
"atropine (1mg/5ml, 5ml) prefilled",anaesthesia drugs,0,0,0,polypropylene,2022,0.01,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.015,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,atropine highint,2022,1e-06,6,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,injection moulding,2022,0.01,6,0,shanghai (china),0,0,0,0,0,0,blow moulding,2022,0.015,6,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0222462926696163,0.0016054683831541795,0.0,0.0,0.013175931237857343,0.03702769229062783
10ml propofol syringe,anaesthesia drugs,0,0,0,polypropylene,2022,0.0063,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0063,6,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.00044,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00038,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.00044,6,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.002136,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0.0066361220666666665,0.0005943848387854519,0.0,0.0,0.0033203346719400495,0.010550841577392167
drawing up filter needle (propofol),anaesthesia drugs,0,0,0,ldpe,2022,0.0016,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.0006,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.00023,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00011,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.00183,6,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.0006,6,0,shanghai (china),0,0,0,0,0,0,0.002357855833333333,0.00016310906336593,0.0,0.0,0.0009669962999444907,0.0034879611966437537
propofol label,anaesthesia drugs,0,0,0,paper,2022,0.001,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,acrylic adhesive,2022,0.0005,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0004594166666666666,9.632425001925001e-05,0.0,0.0,0.00012746820982514575,0.0006832091265110624
"glycopyrrolate and neostigmine (0.5mg/2.5mg/ml, 1ml)",anaesthesia drugs,0,0,0,glycopyrrolate,2022,5e-07,6,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,glass,2022,0.0019,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,cardboard,2022,0.002,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.001,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.001,6,0,shanghai (china),0,0,0,0,0,0,neostigmine,2022,2.5e-06,6,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,0.0018346483333333333,0.00031485186522958855,0.0,0.0,0.0,0.0021495001985629217
2ml glycopyrrolate syringe,anaesthesia drugs,0,0,0,polypropylene,2022,0.0021,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0021,6,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.0008,6,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.0003,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.0008,6,0,shanghai (china),0,0,0,0,0,0,cardboard,2022,0.0009599999999999,6,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0.0028886523333333013,0.0002671392533867136,0.0,0.0,0.0011067782239800167,0.004262569810700031
sevoflurane,anaesthesia drugs,0,0,0,sevoflurane,2022,0.0050666666666667,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.6586666666666711,0.0,0.0,0.0,0.0,0.6586666666666711
propofol 1% (100ml),anaesthesia drugs,0,0,0,propofol,2022,0.001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,glass,2022,0.1,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,cardboard,2022,0.01,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.154759,0.042767967008547,0.0,0.0,0.0,0.197526967008547
"alfentanil (1mg/2ml, 2ml)",anaesthesia drugs,0,0,0,alfentanil highint,2022,1e-06,1,0,shanghai (china),shanghai (china),felixstowe,0,0,0,0,glass,2022,0.0019,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,cardboard,2022,0.002,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe,2022,0.001,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.001,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.01823814601769782,0.001888340597377377,0.0,0.0,0.0,0.020126486615075195
y connector for cannula prop + saline,anaesthesia drugs,0,0,0,polypropylene,2022,0.01,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.002,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.01,1,0,shanghai (china),0,0,0,0,0,0,blow moulding,2022,0.002,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0658892,0.005394158001078001,0.0,0.0,0.03798924196502914,0.10927259996610714
pressure extension line (for prop),anaesthesia drugs,0,0,0,pvc,2022,0.04,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.0015,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.04,1,0,shanghai (china),0,0,0,0,0,0,blow moulding,2022,0.002,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.19136580000000003,0.016760419503349503,0.0,0.0,0.0639478534221482,0.27207407292549773
red filter needle,anaesthesia drugs,0,0,0,ldpe,2022,0.0016,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,0.0006,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.00023,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00011,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.00183,1,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,0.0006,1,0,shanghai (china),0,0,0,0,0,0,0.014147135,0.0009786543801955801,0.0,0.0,0.005801977799666944,0.020927767179862524
50ml syringe,anaesthesia drugs,0,0,0,polypropylene,2022,0.0318,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0318,1,0,shanghai (china),0,0,0,0,0,0,ldpe,2022,0.0024,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.00099,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,blow moulding,2022,0.0024,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.17913553200000001,0.013558601432709629,0.0,0.0,0.10055870720732724,0.29325284064003687
red syringe cap,anaesthesia drugs,0,0,0,polypropylene,2022,0.0004,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.00023,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,7e-05,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.0004,1,0,shanghai (china),0,0,0,0,0,0,blow moulding,2022,0.00023,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0033572350000000005,0.00026970790005390006,0.0,0.0,0.00199369040316403,0.005620633303217931
dual lumen pressure extension tiva line,anaesthesia drugs,0,0,0,pvc,2022,0.049,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,ldpe film,2022,0.002,1,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,paper,2022,0.0015,1,1,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,0.049,1,0,shanghai (china),0,0,0,0,0,0,blow moulding,2022,0.002,1,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.2315184,0.020228092504042502,0.0,0.0,0.07690593786844295,0.3286524303724855
infusion pump,anaesthesia drugs,0,0,0,hdpe,2022,1.0,1000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,steel production,2022,1.2,1000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,electronics,2022,0.4,1000,0,shanghai (china),shanghai (china),felixstowe,0,0,1,0,injection moulding,2022,1.0,1000,0,shanghai (china),0,0,0,0,0,0,working with steel,2022,1.2,1000,0,shanghai (china),0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.50980052,0.0010017722002002001,0.0,0.0,0.003441730767693589,0.5142440229678937
